Date,Average,Normal year
2018-04-26,"20,400","10,240"
2018-04-27,"20,600","10,477"
2018-04-30,"21,200","10,740"
2018-05-02,"22,000","10,867"
2018-05-03,"21,600","10,960"
2018-05-04,"22,600","11,007"
2018-05-08,"22,400","11,200"
2018-05-09,"21,000","11,340"
2018-05-10,"21,000","11,457"
2018-05-11,"21,000","11,483"
2018-05-14,"20,100","11,587"
2018-05-15,"21,200","11,737"
2018-05-16,"21,100","11,903"
2018-05-17,"20,900","13,456"
2018-05-18,"19,900","13,117"
2018-05-21,"18,200","13,981"
2018-05-23,"16,300","14,325"
2018-05-24,"16,000","11,391"
2018-05-25,"15,200","11,141"
2018-05-28,"14,800","10,905"
2018-05-29,"14,800","10,923"
2018-05-30,"14,800","10,907"
2018-05-31,"14,900","10,803"
2018-06-01,"10,200","10,741"
2018-06-04,"9,800","11,858"
2018-06-05,"10,200","11,795"
2018-06-07,"10,600","10,818"
2018-06-08,"10,600","10,727"
2018-06-11,"10,400","9,453"
2018-06-12,"10,400","9,443"
2018-06-14,"9,332","9,287"
2018-06-15,"9,266","9,340"
2018-06-18,"9,000","9,520"
2018-06-19,"9,000","9,370"
2018-06-20,"9,200","9,413"
2018-06-21,"9,000","9,733"
2018-06-22,"9,000","9,800"
2018-06-25,"8,600","9,917"
2018-06-26,"9,600","10,037"
2018-06-27,"10,800","9,960"
2018-06-28,"11,000","9,673"
2018-06-29,"10,800","9,647"
2018-07-02,"11,200","10,267"
2018-07-03,"11,000","10,433"
2018-07-04,"10,400","10,613"
2018-07-05,"9,800","10,920"
2018-07-06,"9,200","10,950"
2018-07-09,"9,600","10,160"
2018-07-10,"9,600","9,810"
2018-07-11,"11,200","9,560"
2018-07-12,"11,000","9,433"
2018-07-13,"11,000","9,330"
2018-07-16,"12,200","9,815"
2018-07-17,"12,800","10,049"
2018-07-18,"13,600","10,269"
2018-07-19,"14,800","10,427"
2018-07-20,"15,600","10,713"
2018-07-23,"16,000","11,058"
2018-07-24,"15,800","11,213"
2018-07-25,"16,200","11,517"
2018-07-26,"17,800","11,783"
2018-07-27,"21,200","11,850"
2018-07-30,"21,000","11,687"
2018-07-31,"20,400","11,657"
2018-08-01,"20,200","11,567"
2018-08-02,"20,200","11,487"
2018-08-03,"19,600","10,770"
2018-08-06,"22,200","10,937"
2018-08-07,"22,000","10,877"
2018-08-08,"23,400","10,892"
2018-08-09,"22,200","11,448"
2018-08-10,"22,200","11,467"
2018-08-13,"21,000","12,938"
2018-08-14,"20,000","12,884"
2018-08-16,"20,000","12,315"
2018-08-17,"20,200","12,373"
2018-08-20,"19,200","12,733"
2018-08-21,"19,800","12,847"
2018-08-22,"22,000","13,072"
2018-08-23,"24,400","13,405"
2018-08-24,"28,000","13,723"
2018-08-27,"24,200","14,547"
2018-08-28,"27,600","14,490"
2018-08-29,"25,600","14,353"
2018-08-30,"23,800","14,140"
2018-08-31,"23,200","14,010"
2018-09-03,"22,000","13,750"
2018-09-04,"22,200","13,720"
2018-09-05,"21,200","13,773"
2018-09-06,"20,800","13,847"
2018-09-07,"20,400","13,777"
2018-09-10,"20,200","13,727"
2018-09-11,"20,000","13,667"
2018-09-12,"20,600","13,613"
2018-09-13,"20,600","13,567"
2018-09-14,"20,200","13,450"
2018-09-17,"20,400","12,923"
2018-09-18,"19,400","12,807"
2018-09-19,"19,600","12,647"
2018-09-20,"20,800","12,443"
2018-09-21,"22,000","12,270"
2018-09-27,"21,600","10,987"
2018-09-28,"19,600","10,800"
2018-10-01,"17,800","10,457"
2018-10-02,"15,600","10,297"
2018-10-04,"13,400","10,143"
2018-10-05,"15,000","10,117"
2018-10-08,"14,600","9,843"
2018-10-10,"13,200","9,600"
2018-10-11,"12,400","9,417"
2018-10-12,"12,400","9,143"
2018-10-15,"10,600","8,563"
2018-10-16,"10,600","8,280"
2018-10-17,"10,000","8,100"
2018-10-18,"10,800","7,958"
2018-10-19,"10,600","7,897"
2018-10-22,"9,400","7,851"
2018-10-23,"9,000","7,833"
2018-10-24,"8,400","7,770"
2018-10-25,"7,200","7,003"
2018-10-26,"6,800","8,694"
2018-10-29,"7,400","8,319"
2018-10-30,"7,200","8,305"
2018-10-31,"7,400","8,450"
2018-11-01,"7,100","8,197"
2018-11-02,"7,066","8,001"
2018-11-05,"7,532","7,215"
2018-11-06,"7,532","7,213"
2018-11-07,"7,332","7,248"
2018-11-08,"7,332","7,302"
2018-11-09,"7,332","7,697"
2018-11-12,"7,332","7,638"
2018-11-13,"6,932","7,557"
2018-11-14,"6,932","7,270"
2018-11-15,"6,932","7,273"
2018-11-16,"6,600","7,237"
2018-11-19,"6,600","7,467"
2018-11-20,"6,400","7,607"
2018-11-21,"5,600","7,690"
2018-11-22,"5,400","7,770"
2018-11-23,"6,200","7,853"
2018-11-26,"6,200","8,100"
2018-11-27,"5,500","8,160"
2018-11-28,"5,200","8,202"
2018-11-29,"5,000","8,215"
2018-11-30,"5,200","8,193"
2018-12-03,"6,000","8,109"
2018-12-04,"6,000","8,077"
2018-12-05,"6,000","7,949"
2018-12-06,"6,200","7,830"
2018-12-10,"6,400","7,480"
2018-12-11,"6,400","7,413"
2018-12-12,"6,400","7,413"
2018-12-13,"6,200","7,380"
2018-12-14,"5,800","7,330"
2018-12-17,"6,300","10,168"
2018-12-18,"6,300","10,105"
2018-12-19,"6,300","9,375"
2018-12-20,"5,800","7,362"
2018-12-21,"5,600","9,152"
2018-12-24,"5,600","8,894"
2018-12-26,"5,500","9,480"
2018-12-27,"5,600","9,377"
2018-12-28,"5,600","10,376"
2018-12-31,"5,600","7,143"
